order_id,user_id,product_id,quantity,order_date,status,channel,discount,price,cost,category,amount,profit,city
ORD00000039,U00165,P0193,1,2025-10-14 06:07:56.656264,已完成,推荐,0.2,113.53,41.69,服装,90.82,57.47,上海
ORD00000040,U00477,P0087,2,2025-09-14 05:57:56.656264,已完成,活动,0.2,101.87,54.13,服装,162.99,76.38,北京
ORD00000041,U00234,P0136,3,2025-09-27 17:35:56.656264,已完成,直播,0.3,655.33,373.1,美妆,1376.19,592.68,深圳
ORD00000042,U00312,P0053,2,2025-11-24 02:14:56.656264,已完成,搜索,0.0,1344.59,839.36,运动,2689.18,1010.46,武汉
ORD00000043,U00020,P0103,3,2025-11-01 02:15:56.656264,已完成,直播,0.0,1082.92,588.54,食品,3248.76,1483.14,广州
ORD00000044,U00489,P0127,1,2025-12-20 07:01:56.656264,已完成,直播,0.0,855.89,265.67,家居,855.89,590.22,北京
ORD00000045,U00038,P0184,1,2025-11-11 18:33:56.656264,已完成,推荐,0.0,1528.97,731.15,美妆,1528.97,797.82,北京
ORD00000046,U00041,P0134,1,2025-12-09 03:43:56.656264,已完成,复购,0.0,879.16,602.69,食品,879.16,276.47,广州
ORD00000047,U00480,P0053,2,2025-11-29 17:30:56.656264,待发货,直播,0.0,1344.59,839.36,运动,2689.18,1010.46,深圳
ORD00000048,U00184,P0197,1,2025-08-30 04:07:56.656264,已完成,推荐,0.2,1168.29,749.12,美妆,934.63,335.34,广州
ORD00000049,U00060,P0152,2,2025-10-12 09:39:56.656264,已完成,活动,0.0,1787.39,840.32,食品,3574.78,1894.14,杭州
ORD00000050,U00365,P0152,1,2025-11-27 04:16:56.656264,已完成,搜索,0.0,1787.39,840.32,食品,1787.39,947.07,武汉
ORD00000051,U00435,P0010,1,2025-08-13 21:52:56.656264,已完成,搜索,0.3,591.47,358.22,美妆,414.03,163.27,深圳
ORD00000052,U00416,P0155,1,2025-12-11 21:35:56.656264,已完成,直播,0.1,1754.89,701.67,家居,1579.4,947.9,北京
ORD00000053,U00237,P0163,3,2025-12-29 17:48:56.656264,已完成,推荐,0.2,1161.61,526.24,家居,2787.86,1524.89,成都
ORD00000054,U00430,P0016,2,2025-10-24 02:07:56.656264,已完成,推荐,0.0,978.94,543.39,美妆,1957.88,871.1,深圳
ORD00000055,U00303,P0166,1,2025-12-10 09:14:56.656264,已完成,直播,0.0,1303.7,555.38,运动,1303.7,748.32,广州
ORD00000056,U00374,P0141,2,2025-10-11 03:34:56.656264,已完成,直播,0.0,1943.9,835.99,食品,3887.8,2215.82,西安
ORD00000057,U00346,P0015,2,2025-08-04 11:23:56.656264,已完成,活动,0.2,164.34,110.9,美妆,262.94,85.5,武汉
ORD00000058,U00021,P0063,2,2025-08-21 01:08:56.656264,已完成,搜索,0.1,351.54,227.72,家居,632.77,222.88,成都
ORD00000059,U00487,P0002,2,2025-09-28 17:58:56.656264,已退款,活动,0.0,833.23,429.39,电子产品,1666.46,807.68,广州
ORD00000060,U00454,P0159,2,2025-12-27 06:32:56.656264,已完成,复购,0.2,1856.65,1106.28,家居,2970.64,1200.59,成都
ORD00000061,U00429,P0033,3,2026-01-05 05:07:56.656264,待发货,推荐,0.0,326.68,212.05,食品,980.04,343.89,北京
ORD00000062,U00308,P0188,1,2026-01-01 04:53:56.656264,已完成,推荐,0.1,1990.76,1213.14,服装,1791.68,699.86,上海
ORD00000063,U00386,P0159,2,2025-10-02 01:37:56.656264,已完成,复购,0.0,1856.65,1106.28,家居,3713.3,1500.74,西安
ORD00000064,U00227,P0029,3,2025-08-22 18:03:56.656264,已完成,直播,0.0,1849.59,1225.29,电子产品,5548.77,1872.9,杭州
ORD00000065,U00328,P0182,3,2025-12-10 23:57:56.656264,已完成,搜索,0.1,1413.39,552.35,服装,3816.15,2324.81,武汉
ORD00000066,U00344,P0128,3,2026-01-15 18:49:56.656264,已完成,推荐,0.0,560.62,184.93,电子产品,1681.86,1127.07,上海
ORD00000067,U00445,P0092,1,2025-09-26 03:37:56.656264,已完成,推荐,0.2,181.03,65.25,食品,144.82,92.62,深圳
ORD00000068,U00423,P0184,1,2025-09-05 00:29:56.656264,已退款,搜索,0.2,1528.97,731.15,美妆,1223.18,638.26,成都
ORD00000069,U00314,P0161,1,2025-11-04 00:47:56.656264,已完成,搜索,0.2,1569.17,885.01,美妆,1255.34,547.33,武汉
ORD00000070,U00264,P0101,1,2025-10-15 02:30:56.656264,已完成,直播,0.0,918.86,485.99,美妆,918.86,432.87,北京
ORD00000071,U00137,P0089,1,2025-08-27 07:04:56.656264,已完成,活动,0.0,718.03,225.86,电子产品,718.03,492.17,北京
ORD00000072,U00329,P0047,1,2025-08-09 00:40:56.656264,已完成,直播,0.2,1997.45,1174.57,电子产品,1597.96,658.3,西安
ORD00000073,U00498,P0064,1,2025-10-21 17:35:56.656264,已完成,推荐,0.2,1206.11,570.69,运动,964.89,508.34,深圳
ORD00000074,U00354,P0002,1,2025-10-02 01:52:56.656264,已完成,搜索,0.2,833.23,429.39,电子产品,666.58,323.07,西安
ORD00000075,U00299,P0094,3,2025-12-18 00:54:56.656264,已完成,直播,0.3,414.81,131.95,服装,871.1,594.01,杭州
ORD00000076,U00119,P0126,2,2025-09-20 06:04:56.656264,已完成,活动,0.0,897.6,498.21,运动,1795.2,798.78,西安
ORD00000077,U00175,P0133,1,2026-01-06 01:53:56.656264,已退款,搜索,0.2,820.78,543.53,家居,656.62,221.8,西安
ORD00000078,U00490,P0106,1,2025-10-24 17:32:56.656264,已退款,直播,0.1,1037.67,701.35,服装,933.9,302.69,杭州
ORD00000079,U00469,P0187,2,2025-09-19 15:52:56.656264,已完成,直播,0.0,96.41,45.28,服装,192.82,102.26,杭州
ORD00000080,U00438,P0159,2,2025-12-31 23:40:56.656264,已完成,直播,0.1,1856.65,1106.28,家居,3341.97,1350.67,西安
ORD00000081,U00044,P0101,1,2025-11-09 17:27:56.656264,已完成,推荐,0.0,918.86,485.99,美妆,918.86,432.87,西安
ORD00000082,U00034,P0053,2,2026-01-27 08:17:56.656264,已退款,复购,0.2,1344.59,839.36,运动,2151.34,808.37,上海
ORD00000083,U00123,P0079,1,2025-11-29 05:50:56.656264,已完成,搜索,0.0,1122.32,480.35,美妆,1122.32,641.97,上海
ORD00000084,U00028,P0149,3,2025-12-17 16:30:56.656264,已完成,直播,0.2,134.57,70.43,美妆,322.97,153.94,上海
ORD00000085,U00210,P0188,1,2025-10-07 16:01:56.656264,已完成,推荐,0.2,1990.76,1213.14,服装,1592.61,622.1,杭州
ORD00000086,U00107,P0152,1,2025-12-28 18:37:56.656264,已完成,推荐,0.0,1787.39,840.32,食品,1787.39,947.07,成都
ORD00000087,U00301,P0187,1,2026-01-14 01:39:56.656264,已完成,推荐,0.0,96.41,45.28,服装,96.41,51.13,北京
ORD00000088,U00059,P0129,2,2025-11-23 02:32:56.656264,已完成,推荐,0.0,1889.39,1138.07,电子产品,3778.78,1502.64,广州
ORD00000089,U00473,P0199,1,2025-09-27 06:30:56.656264,已完成,推荐,0.1,706.35,272.52,电子产品,635.72,390.45,广州
ORD00000090,U00021,P0071,1,2025-09-21 04:01:56.656264,已退款,推荐,0.2,661.79,437.36,美妆,529.43,179.54,成都
ORD00000091,U00243,P0010,1,2025-10-19 21:47:56.656264,待发货,推荐,0.0,591.47,358.22,美妆,591.47,233.25,深圳
ORD00000092,U00321,P0034,1,2025-08-29 17:19:56.656264,已完成,搜索,0.1,1905.04,781.01,电子产品,1714.54,1011.63,西安
ORD00000093,U00227,P0064,1,2025-10-09 17:58:56.656264,已完成,推荐,0.0,1206.11,570.69,运动,1206.11,635.42,杭州
ORD00000094,U00195,P0033,1,2026-01-27 18:25:56.656264,已完成,复购,0.0,326.68,212.05,食品,326.68,114.63,武汉
ORD00000095,U00370,P0049,2,2025-12-15 18:09:56.656264,已退款,活动,0.0,99.04,45.23,家居,198.08,107.62,武汉
ORD00000096,U00238,P0088,2,2025-12-23 02:34:56.656264,已退款,直播,0.0,660.31,206.25,电子产品,1320.62,908.12,成都
ORD00000097,U00360,P0094,1,2025-11-05 12:30:56.656264,已完成,搜索,0.0,414.81,131.95,服装,414.81,282.86,广州
ORD00000098,U00303,P0033,2,2026-01-27 22:44:56.656264,已取消,直播,0.1,326.68,212.05,食品,588.02,206.33,广州
ORD00000099,U00472,P0119,1,2025-10-03 19:50:56.656264,已完成,活动,0.0,97.59,61.26,服装,97.59,36.33,西安
ORD00000100,U00298,P0015,1,2026-01-06 06:43:56.656264,已完成,搜索,0.0,164.34,110.9,美妆,164.34,53.44,武汉
ORD00000101,U00466,P0071,1,2025-11-12 00:35:56.656264,已完成,推荐,0.3,661.79,437.36,美妆,463.25,157.1,武汉
ORD00000102,U00290,P0192,1,2025-11-18 01:14:56.656264,已完成,推荐,0.0,140.33,44.61,美妆,140.33,95.72,西安
ORD00000103,U00050,P0136,2,2025-12-28 07:36:56.656264,已完成,推荐,0.0,655.33,373.1,美妆,1310.66,564.46,成都
ORD00000104,U00345,P0113,1,2025-09-07 18:21:56.656264,已完成,复购,0.0,1552.86,804.32,美妆,1552.86,748.54,广州
ORD00000105,U00024,P0156,1,2025-10-13 01:34:56.656264,已完成,搜索,0.0,27.64,9.26,服装,27.64,18.38,西安
ORD00000106,U00411,P0031,2,2025-09-24 19:49:56.656264,已完成,搜索,0.2,1989.68,908.66,电子产品,3183.49,1729.63,广州
ORD00000107,U00221,P0002,1,2025-12-25 08:33:56.656264,已完成,活动,0.2,833.23,429.39,电子产品,666.58,323.07,广州
ORD00000108,U00216,P0022,1,2025-12-14 05:03:56.656264,待发货,直播,0.2,436.85,247.7,美妆,349.48,151.32,杭州
ORD00000109,U00199,P0028,2,2025-12-11 00:04:56.656264,已完成,推荐,0.1,14.46,5.1,食品,26.03,16.85,杭州
ORD00000110,U00020,P0090,1,2025-11-23 00:47:56.656264,已完成,直播,0.0,963.98,365.99,食品,963.98,597.99,广州
ORD00000111,U00336,P0051,1,2025-11-23 23:08:56.656264,已完成,活动,0.0,1423.25,595.46,美妆,1423.25,827.79,西安
ORD00000112,U00116,P0126,1,2025-11-23 02:19:56.656264,已完成,搜索,0.0,897.6,498.21,运动,897.6,399.39,深圳
ORD00000113,U00279,P0028,2,2025-08-31 23:13:56.656264,已完成,活动,0.3,14.46,5.1,食品,20.24,13.1,北京
ORD00000114,U00435,P0179,3,2025-12-24 06:10:56.656264,已完成,搜索,0.0,1790.5,1094.44,运动,5371.5,2088.18,深圳
ORD00000115,U00439,P0072,2,2026-01-12 02:13:56.656264,待发货,推荐,0.0,185.86,70.1,美妆,371.72,231.52,武汉
ORD00000116,U00495,P0194,1,2025-10-05 02:19:56.656264,待发货,活动,0.2,984.83,408.35,服装,787.86,461.18,杭州
ORD00000117,U00174,P0195,1,2025-09-30 18:32:56.656264,已完成,搜索,0.0,1613.83,954.8,电子产品,1613.83,659.03,深圳
ORD00000118,U00336,P0003,1,2025-09-04 03:44:56.656264,已完成,复购,0.0,250.3,137.73,服装,250.3,112.57,西安
ORD00000119,U00275,P0192,3,2025-12-28 08:07:56.656264,已完成,活动,0.3,140.33,44.61,美妆,294.69,201.01,北京
ORD00000120,U00074,P0017,1,2025-11-19 13:59:56.656264,已完成,推荐,0.0,941.71,550.85,服装,941.71,390.86,上海
ORD00000121,U00454,P0046,2,2025-11-04 03:38:56.656264,待发货,直播,0.2,1947.14,1179.61,运动,3115.42,1228.05,成都
ORD00000122,U00322,P0055,3,2025-08-04 10:05:56.656264,已取消,直播,0.1,1327.32,650.02,家居,3583.76,1828.71,杭州
ORD00000123,U00294,P0170,1,2025-09-13 19:23:56.656264,已完成,复购,0.1,222.71,154.05,运动,200.44,61.79,上海
ORD00000124,U00198,P0063,2,2025-08-12 21:58:56.656264,已完成,搜索,0.2,351.54,227.72,家居,562.46,198.11,深圳
ORD00000125,U00036,P0094,1,2025-12-23 19:21:56.656264,已完成,直播,0.0,414.81,131.95,服装,414.81,282.86,杭州
ORD00000126,U00359,P0105,1,2025-10-20 08:11:56.656264,已完成,推荐,0.1,1093.01,513.18,美妆,983.71,521.85,北京
ORD00000127,U00434,P0137,1,2025-12-10 04:06:56.656264,已完成,推荐,0.0,74.85,49.51,服装,74.85,25.34,西安
ORD00000128,U00343,P0021,1,2025-10-22 05:21:56.656264,已完成,活动,0.0,670.38,303.11,家居,670.38,367.27,广州
ORD00000129,U00192,P0071,1,2026-01-29 03:44:56.656264,已完成,推荐,0.0,661.79,437.36,美妆,661.79,224.43,广州
ORD00000130,U00055,P0167,1,2025-08-15 21:18:56.656264,已完成,搜索,0.0,572.06,380.8,电子产品,572.06,191.26,武汉
ORD00000131,U00261,P0142,1,2026-01-05 17:54:56.656264,已完成,搜索,0.0,1067.9,488.14,家居,1067.9,579.76,北京
ORD00000132,U00192,P0055,2,2025-08-15 03:37:56.656264,已完成,搜索,0.0,1327.32,650.02,家居,2654.64,1354.6,广州
ORD00000133,U00339,P0083,1,2025-11-07 02:31:56.656264,已完成,搜索,0.1,1984.17,917.14,美妆,1785.75,960.33,深圳
ORD00000134,U00351,P0038,1,2025-12-21 20:52:56.656264,已完成,活动,0.3,172.47,83.33,食品,120.73,62.4,深圳
ORD00000135,U00166,P0105,2,2026-01-17 05:16:56.656264,已完成,搜索,0.0,1093.01,513.18,美妆,2186.02,1159.66,北京
ORD00000136,U00001,P0157,2,2025-11-14 17:28:56.656264,已完成,直播,0.2,1238.73,858.64,美妆,1981.97,608.14,武汉
ORD00000137,U00204,P0117,1,2025-12-28 22:27:56.656264,已完成,推荐,0.3,511.43,255.91,美妆,358.0,178.86,北京
ORD00000138,U00167,P0014,2,2025-12-16 19:15:56.656264,已完成,直播,0.0,763.33,266.17,家居,1526.66,994.32,西安
ORD00000139,U00062,P0009,2,2026-01-22 05:22:56.656264,已取消,推荐,0.2,1459.92,921.58,美妆,2335.87,861.34,武汉
ORD00000140,U00322,P0130,1,2026-01-13 23:34:56.656264,已退款,复购,0.0,1581.02,1024.96,美妆,1581.02,556.06,杭州
ORD00000141,U00193,P0071,1,2025-11-16 03:25:56.656264,已完成,活动,0.2,661.79,437.36,美妆,529.43,179.54,北京
ORD00000142,U00220,P0125,1,2025-09-04 17:27:56.656264,已完成,搜索,0.0,1432.36,564.96,食品,1432.36,867.4,武汉
ORD00000143,U00236,P0024,2,2025-09-21 07:02:56.656264,已完成,直播,0.1,1677.48,861.39,食品,3019.46,1468.96,深圳
ORD00000144,U00398,P0013,2,2026-01-24 23:07:56.656264,已完成,直播,0.0,1196.69,812.44,美妆,2393.38,768.5,成都
ORD00000145,U00479,P0094,1,2025-11-03 23:36:56.656264,已取消,搜索,0.0,414.81,131.95,服装,414.81,282.86,北京
ORD00000146,U00478,P0116,3,2025-12-30 15:20:56.656264,已完成,推荐,0.0,1166.49,776.54,电子产品,3499.47,1169.85,西安
ORD00000147,U00225,P0007,3,2025-12-25 02:23:56.656264,已完成,直播,0.0,41.89,18.39,美妆,125.67,70.5,上海
ORD00000148,U00444,P0162,1,2025-10-02 21:13:56.656264,已完成,直播,0.1,1014.31,333.47,运动,912.88,612.76,西安
ORD00000149,U00115,P0187,2,2025-08-16 06:29:56.656264,已完成,活动,0.0,96.41,45.28,服装,192.82,102.26,武汉
ORD00000150,U00239,P0104,2,2026-01-08 17:26:56.656264,已完成,复购,0.0,1055.73,469.34,食品,2111.46,1172.78,广州
ORD00000151,U00360,P0110,2,2025-10-12 17:09:56.656264,已完成,推荐,0.1,1666.11,590.79,食品,2999.0,1935.58,广州
ORD00000152,U00178,P0142,1,2025-09-29 03:20:56.656264,已完成,直播,0.0,1067.9,488.14,家居,1067.9,579.76,广州
ORD00000153,U00050,P0051,1,2025-08-11 05:37:56.656264,已完成,直播,0.3,1423.25,595.46,美妆,996.28,579.45,成都
ORD00000154,U00307,P0111,2,2025-11-01 01:49:56.656264,已取消,活动,0.2,1192.42,768.0,食品,1907.87,679.07,深圳
ORD00000155,U00381,P0141,2,2026-01-27 23:53:56.656264,已完成,复购,0.3,1943.9,835.99,食品,2721.46,1551.07,西安
ORD00000156,U00101,P0165,2,2025-09-17 03:13:56.656264,已完成,直播,0.0,862.02,386.13,食品,1724.04,951.78,武汉
ORD00000157,U00190,P0173,3,2025-11-27 00:04:56.656264,已完成,推荐,0.3,214.57,142.38,运动,450.6,151.6,成都
ORD00000158,U00259,P0095,2,2026-01-11 06:22:56.656264,待发货,复购,0.0,1307.8,574.52,美妆,2615.6,1466.56,西安
ORD00000159,U00239,P0048,1,2025-08-20 02:37:56.656264,已完成,搜索,0.1,895.97,321.87,美妆,806.37,516.69,广州
ORD00000160,U00403,P0174,3,2025-10-05 03:04:56.656264,已完成,搜索,0.2,1111.64,648.76,运动,2667.94,1110.91,广州
ORD00000161,U00430,P0161,1,2026-01-18 23:48:56.656264,已完成,推荐,0.0,1569.17,885.01,美妆,1569.17,684.16,深圳
ORD00000162,U00362,P0054,2,2025-11-14 00:54:56.656264,已取消,复购,0.2,1944.12,1286.07,电子产品,3110.59,1052.88,北京
ORD00000163,U00197,P0098,1,2025-11-29 02:38:56.656264,已完成,推荐,0.0,441.69,183.55,运动,441.69,258.14,上海
ORD00000164,U00462,P0104,2,2025-08-29 21:30:56.656264,待发货,复购,0.0,1055.73,469.34,食品,2111.46,1172.78,杭州
ORD00000165,U00113,P0188,1,2025-08-08 06:48:56.656264,已完成,搜索,0.3,1990.76,1213.14,服装,1393.53,544.33,西安
ORD00000166,U00433,P0080,1,2025-10-18 07:39:56.656264,已完成,搜索,0.0,222.74,147.95,运动,222.74,74.79,杭州
ORD00000167,U00408,P0031,3,2026-01-06 00:06:56.656264,已完成,直播,0.0,1989.68,908.66,电子产品,5969.04,3243.06,西安
ORD00000168,U00008,P0115,3,2025-11-17 06:21:56.656264,已完成,直播,0.0,114.97,71.32,服装,344.91,130.95,杭州
ORD00000169,U00114,P0012,1,2025-11-26 18:43:56.656264,已完成,活动,0.0,1631.56,748.48,电子产品,1631.56,883.08,成都
ORD00000170,U00348,P0058,2,2026-01-12 15:08:56.656264,已完成,搜索,0.3,431.05,168.21,运动,603.47,367.98,深圳
ORD00000171,U00088,P0038,3,2025-09-27 06:42:56.656264,已完成,推荐,0.0,172.47,83.33,食品,517.41,267.42,北京
ORD00000172,U00441,P0049,2,2025-08-16 02:23:56.656264,已退款,直播,0.0,99.04,45.23,家居,198.08,107.62,北京
ORD00000173,U00026,P0037,1,2025-08-16 16:41:56.656264,已完成,活动,0.3,1869.77,580.67,电子产品,1308.84,902.37,成都
ORD00000174,U00345,P0175,2,2026-01-01 22:25:56.656264,已完成,搜索,0.0,708.29,331.57,电子产品,1416.58,753.44,广州
ORD00000175,U00200,P0115,1,2025-08-07 01:04:56.656264,已完成,直播,0.1,114.97,71.32,服装,103.47,39.29,广州
ORD00000176,U00194,P0059,2,2026-01-30 04:54:56.656264,已完成,复购,0.0,1592.2,1048.34,运动,3184.4,1087.72,武汉
ORD00000177,U00196,P0010,2,2025-12-31 14:35:56.656264,已完成,活动,0.2,591.47,358.22,美妆,946.35,373.2,上海
ORD00000178,U00337,P0131,1,2025-11-24 21:10:56.656264,已完成,推荐,0.0,1983.88,1264.62,食品,1983.88,719.26,杭州
ORD00000179,U00065,P0080,1,2025-08-20 01:32:56.656264,已完成,推荐,0.0,222.74,147.95,运动,222.74,74.79,武汉
ORD00000180,U00226,P0124,1,2025-11-23 08:07:56.656264,已完成,搜索,0.0,1408.99,614.16,运动,1408.99,794.83,上海
ORD00000181,U00202,P0042,2,2025-11-14 18:35:56.656264,已完成,直播,0.0,1925.69,808.52,服装,3851.38,2234.34,西安
ORD00000182,U00476,P0058,1,2025-12-28 06:43:56.656264,已完成,直播,0.0,431.05,168.21,运动,431.05,262.84,西安
ORD00000183,U00474,P0189,3,2025-08-10 14:03:56.656264,已完成,直播,0.2,1410.53,598.0,美妆,3385.27,1950.07,深圳
ORD00000184,U00216,P0035,2,2025-11-08 20:14:56.656264,已完成,直播,0.1,340.48,164.27,服装,612.86,317.18,杭州
ORD00000185,U00489,P0011,3,2025-11-06 13:48:56.656264,已完成,直播,0.2,1050.37,578.13,家居,2520.89,1133.38,北京
ORD00000186,U00465,P0049,2,2025-09-30 02:53:56.656264,已完成,搜索,0.3,99.04,45.23,家居,138.66,75.33,深圳
ORD00000187,U00168,P0042,1,2025-09-15 05:41:56.656264,待发货,搜索,0.2,1925.69,808.52,服装,1540.55,893.74,武汉
ORD00000188,U00350,P0027,1,2026-01-26 09:46:56.656264,已完成,直播,0.0,61.66,42.34,运动,61.66,19.32,武汉
ORD00000189,U00076,P0121,2,2026-01-11 04:04:56.656264,已完成,推荐,0.0,1119.32,564.11,服装,2238.64,1110.42,上海
ORD00000190,U00465,P0045,2,2025-11-26 04:58:56.656264,已退款,复购,0.2,649.37,372.34,电子产品,1038.99,443.25,深圳
ORD00000191,U00499,P0008,3,2025-11-20 21:36:56.656264,已取消,活动,0.3,1172.44,599.0,服装,2462.12,1204.22,北京
ORD00000192,U00141,P0194,1,2025-12-20 07:45:56.656264,已完成,搜索,0.0,984.83,408.35,服装,984.83,576.48,西安
ORD00000193,U00061,P0031,1,2025-10-25 00:53:56.656264,已完成,直播,0.0,1989.68,908.66,电子产品,1989.68,1081.02,广州
ORD00000194,U00287,P0165,1,2025-10-18 17:18:56.656264,待发货,直播,0.2,862.02,386.13,食品,689.62,380.71,北京
ORD00000195,U00386,P0069,3,2025-09-12 01:39:56.656264,已退款,搜索,0.0,1663.11,636.92,食品,4989.33,3078.57,西安
ORD00000196,U00027,P0104,1,2025-11-01 02:41:56.656264,已完成,直播,0.2,1055.73,469.34,食品,844.58,469.11,成都
ORD00000197,U00249,P0071,1,2025-09-22 03:35:56.656264,已完成,搜索,0.3,661.79,437.36,美妆,463.25,157.1,北京
ORD00000198,U00188,P0181,2,2025-08-13 03:42:56.656264,已完成,搜索,0.2,857.73,578.74,电子产品,1372.37,446.38,武汉
ORD00000199,U00120,P0084,2,2025-11-17 05:27:56.656264,已完成,搜索,0.0,1388.23,706.32,运动,2776.46,1363.82,杭州
ORD00000200,U00029,P0097,1,2025-09-09 03:15:56.656264,已完成,搜索,0.0,1366.79,579.67,运动,1366.79,787.12,西安
ORD00000201,U00009,P0070,1,2025-08-08 06:53:56.656264,已完成,搜索,0.0,1938.44,869.36,家居,1938.44,1069.08,武汉
ORD00000202,U00300,P0020,1,2025-11-17 23:31:56.656264,已退款,直播,0.0,1021.72,561.02,美妆,1021.72,460.7,西安
